country_code,country_name,geo_type,destination,link
AU,Australia,city,Lord Howe Island,https://luxuryescapes.com/search?destinationName=Lord+Howe+Island&destinationId=le_a5a61717dddc3501cfdf7a4e22d7dbaa&adults=2&children=none&pages=2
NZ,New Zealand,multi_city_vicinity,Christchurch,https://luxuryescapes.com/search?destinationName=Christchurch&destinationId=le_1e15efc3fac4ba31daa6f91082c97e97&adults=2&children=none&pages=2
IE,Ireland,country,Ireland,https://luxuryescapes.com/search?destinationName=Ireland&destinationId=le_68d30a9594728bc39aa24be94b319d21&adults=2&children=none&pages=2
IT,Italy,province_state,Tuscany,https://luxuryescapes.com/search?destinationName=Tuscany&destinationId=le_1cf91418caeda6937be5e272547fe200&adults=2&children=none&pages=2
ES,Spain,multi_city_vicinity,Barcelona,https://luxuryescapes.com/search?destinationName=Barcelona&destinationId=le_af15ce7cbd279b1a769d85d1540a5073&adults=2&children=none&pages=2
CA,Canada,multi_city_vicinity,Vancouver,https://luxuryescapes.com/search?destinationName=Vancouver&destinationId=le_7bcf5b2d63544b64edfe843df78afef2&adults=2&children=none&pages=2
ES,Spain,city,Seville,https://luxuryescapes.com/search?destinationName=Seville&destinationId=le_334467d41d5cf21e234465a1530ba647&adults=2&children=none&pages=2
AU,Australia,multi_city_vicinity,"Melbourne, VIC","https://luxuryescapes.com/search?destinationName=Melbourne,+VIC&destinationId=le_15fa44474c92da27cf2125373356db4c&adults=2&children=none&pages=2"
TH,Thailand,multi_city_vicinity,Pattaya,https://luxuryescapes.com/search?destinationName=Pattaya&destinationId=le_5b8abd68981b66b960aaf87e81ef49b3&adults=2&children=none&pages=2
AU,Australia,neighborhood,Darling Harbour,https://luxuryescapes.com/search?destinationName=Darling+Harbour&destinationId=le_0b3e82a99fa6793878a70c2438d8d17a&adults=2&children=none&pages=2
GB,United Kingdom,province_state,Scotland,https://luxuryescapes.com/search?destinationName=Scotland&destinationId=le_d7012f5714b8a6a970f5bd34806267c6&adults=2&children=none&pages=2
AU,Australia,neighborhood,Mooloolaba,https://luxuryescapes.com/search?destinationName=Mooloolaba&destinationId=le_edab64948fd0fb98f4662e74826352c2&adults=2&children=none&pages=2
PH,Philippines,province_state,Palawan,https://luxuryescapes.com/search?destinationName=Palawan&destinationId=le_f1a9435395997c4c05c1e979b78ead26&adults=2&children=none&pages=2
AU,Australia,city,"Gold Coast, QLD","https://luxuryescapes.com/search?destinationName=Gold+Coast,+QLD&destinationId=le_bac732346917b0a1231354ef55faf00a&adults=2&children=none&pages=2"
AU,Australia,city,Daylesford,https://luxuryescapes.com/search?destinationName=Daylesford&destinationId=le_4e8a0fcae374fd3909f64555cdea95a1&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,San Francisco,https://luxuryescapes.com/search?destinationName=San+Francisco&destinationId=le_bd80d53a4b5d3aef9d8a1fabe2feecfc&adults=2&children=none&pages=2
ID,Indonesia,province_state,Bintan,https://luxuryescapes.com/search?destinationName=Bintan&destinationId=le_0c14ffc80188721d493ea4743e9524a9&adults=2&children=none&pages=2
AU,Australia,city,Port Macquarie,https://luxuryescapes.com/search?destinationName=Port+Macquarie&destinationId=le_23562198fd147e23311748e1e97b724c&adults=2&children=none&pages=2
ID,Indonesia,city,Batam,https://luxuryescapes.com/search?destinationName=Batam&destinationId=le_ffe29c71e4cd3f141d8d80f82cbe4e72&adults=2&children=none&pages=2
AU,Australia,high_level_region,Central Coast,https://luxuryescapes.com/search?destinationName=Central+Coast&destinationId=le_b26457e8774dcf3bf66024f7600ee686&adults=2&children=none&pages=2
VN,Vietnam,city,Nha Trang,https://luxuryescapes.com/search?destinationName=Nha+Trang&destinationId=le_ef9e7160514b136fca49362a95d52977&adults=2&children=none&pages=2
FR,France,multi_city_vicinity,Nice,https://luxuryescapes.com/search?destinationName=Nice&destinationId=le_5703de3548ff252d497ed77119eccccf&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,Miami,https://luxuryescapes.com/search?destinationName=Miami&destinationId=le_548026b063092cc5c30e6ea04ccef75c&adults=2&children=none&pages=2
AU,Australia,high_level_region,Hayman Island,https://luxuryescapes.com/search?destinationName=Hayman+Island&destinationId=le_991de292e76f74f3c285b3f6d57958d5&adults=2&children=none&pages=2
AU,Australia,city,Launceston,https://luxuryescapes.com/search?destinationName=Launceston&destinationId=le_019cf615e71dc6ec778f64fb0022f3d9&adults=2&children=none&pages=2
CN,China,multi_city_vicinity,Shanghai,https://luxuryescapes.com/search?destinationName=Shanghai&destinationId=le_84bf68ea8e60ca1c6ea578742fc2b324&adults=2&children=none&pages=2
US,United States,province_state,California,https://luxuryescapes.com/search?destinationName=California&destinationId=le_7eabe3a1649ffa2b3ff8c02ebfd5659f&adults=2&children=none&pages=2
AU,Australia,province_state,Northern Territory,https://luxuryescapes.com/search?destinationName=Northern+Territory&destinationId=le_3bc31a430954d8326605fc690ed22f4d&adults=2&children=none&pages=2
AU,Australia,high_level_region,Yarra Valley,https://luxuryescapes.com/search?destinationName=Yarra+Valley&destinationId=le_e6fd3b368ff273183a74d471a141d7c3&adults=2&children=none&pages=2
AU,Australia,city,Bowral,https://luxuryescapes.com/search?destinationName=Bowral&destinationId=le_2dddca165ef38c731e7cce6069107fa6&adults=2&children=none&pages=2
AU,Australia,city,Busselton,https://luxuryescapes.com/search?destinationName=Busselton&destinationId=le_7a55fb8503583f7451544623e3f75f93&adults=2&children=none&pages=2
PH,Philippines,multi_city_vicinity,Manila,https://luxuryescapes.com/search?destinationName=Manila&destinationId=le_da75c0e7d3fdc21799e525181e5c8710&adults=2&children=none&pages=2
IT,Italy,city,Sorrento,https://luxuryescapes.com/search?destinationName=Sorrento&destinationId=le_5c5bc7df3d37b2a7ea29e1b47b2bd4ab&adults=2&children=none&pages=2
AU,Australia,high_level_region,Rottnest Island,https://luxuryescapes.com/search?destinationName=Rottnest+Island&destinationId=le_8e489b4966fe8f703b5be647f1cbae63&adults=2&children=none&pages=2
IN,India,province_state,Kerala,https://luxuryescapes.com/search?destinationName=Kerala&destinationId=le_063cec3d11bcef5e1b9cc9531aaeae87&adults=2&children=none&pages=2
JP,Japan,city,Niseko,https://luxuryescapes.com/search?destinationName=Niseko&destinationId=le_7a135f50ded719a23dd2b829ff4eaf88&adults=2&children=none&pages=2
MY,Malaysia,city,Kota Kinabalu,https://luxuryescapes.com/search?destinationName=Kota+Kinabalu&destinationId=le_c3992e9a68c5ae12bd18488bc579b30d&adults=2&children=none&pages=2
AU,Australia,neighborhood,Coolangatta,https://luxuryescapes.com/search?destinationName=Coolangatta&destinationId=le_0651279f1f67b3dfd57a0fd8f0668bb2&adults=2&children=none&pages=2
AU,Australia,city,Coffs Harbour,https://luxuryescapes.com/search?destinationName=Coffs+Harbour&destinationId=le_71ad16ad2c4d81f348082ff6c4b20768&adults=2&children=none&pages=2
ZA,South Africa,multi_city_vicinity,Cape Town,https://luxuryescapes.com/search?destinationName=Cape+Town&destinationId=le_1ec4acf07becf61030a7353556614198&adults=2&children=none&pages=2
AU,Australia,high_level_region,South Coast,https://luxuryescapes.com/search?destinationName=South+Coast&destinationId=le_2713c41ba82eb27554b627bbe991bc7a&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,Orlando,https://luxuryescapes.com/search?destinationName=Orlando&destinationId=le_4c91676af7fe42293f8686dc898662e0&adults=2&children=none&pages=2
AU,Australia,city,Wollongong,https://luxuryescapes.com/search?destinationName=Wollongong&destinationId=le_4c6515356f214aa275e07ddbbd922a5e&adults=2&children=none&pages=2
NZ,New Zealand,multi_city_vicinity,Wellington,https://luxuryescapes.com/search?destinationName=Wellington&destinationId=le_fd87f0d4bde24eadae6f324b7d4c31a6&adults=2&children=none&pages=2
AU,Australia,province_state,"Cairns, QLD","https://luxuryescapes.com/search?destinationName=Cairns,+QLD&destinationId=le_b7218568a1335addb2966d47e1fe939c&adults=2&children=none&pages=2"
IT,Italy,high_level_region,Lake Como,https://luxuryescapes.com/search?destinationName=Lake+Como&destinationId=le_736508c51af06f80d18048c3a99d94c1&adults=2&children=none&pages=2
US,United States,province_state,Florida,https://luxuryescapes.com/search?destinationName=Florida&destinationId=le_eb163727917cbba1eea208541a643e74&adults=2&children=none&pages=2
AU,Australia,city,Townsville,https://luxuryescapes.com/search?destinationName=Townsville&destinationId=le_69d9743b8a0dac625d2c82dde7a077e4&adults=2&children=none&pages=2
ES,Spain,province_state,Canary Islands,https://luxuryescapes.com/search?destinationName=Canary+Islands&destinationId=le_9508dfde731fcf464dda8580fc228204&adults=2&children=none&pages=2
AU,Australia,neighborhood,Burleigh Heads,https://luxuryescapes.com/search?destinationName=Burleigh+Heads&destinationId=le_1379719828be9ee6b08ca64edb818e2b&adults=2&children=none&pages=2
AU,Australia,city,"Perth, WA","https://luxuryescapes.com/search?destinationName=Perth,+WA&destinationId=le_7c27cf9f8fe09724bb754e474610eb0e&adults=2&children=none&pages=2"
ES,Spain,high_level_region,Ibiza Island,https://luxuryescapes.com/search?destinationName=Ibiza+Island&destinationId=le_07f9b3b1393c927e3f8e63c2b342cd34&adults=2&children=none&pages=2
AU,Australia,city,Brisbane,https://luxuryescapes.com/search?destinationName=Brisbane&destinationId=le_67e103b0761e60683e83c559be18d40c&adults=2&children=none&pages=2
AU,Australia,city,Lorne,https://luxuryescapes.com/search?destinationName=Lorne&destinationId=le_e282d1cf59bc440f418e92b618e37e14&adults=2&children=none&pages=2
IT,Italy,high_level_region,Amalfi Coast,https://luxuryescapes.com/search?destinationName=Amalfi+Coast&destinationId=le_85dc4b985c0550b1f202694c615c42d2&adults=2&children=none&pages=2
AU,Australia,neighborhood,Dunsborough,https://luxuryescapes.com/search?destinationName=Dunsborough&destinationId=le_bb5c3a7f993b7cb25b2410e212e0386a&adults=2&children=none&pages=2
PH,Philippines,province_state,Cebu,https://luxuryescapes.com/search?destinationName=Cebu&destinationId=le_dacebfb5d91ee0388e78c9133972e0bf&adults=2&children=none&pages=2
JP,Japan,neighborhood,Shinjuku,https://luxuryescapes.com/search?destinationName=Shinjuku&destinationId=le_55b762ca9d26b0b09725e7d662806862&adults=2&children=none&pages=2
AU,Australia,city,Mudgee,https://luxuryescapes.com/search?destinationName=Mudgee&destinationId=le_6bef88cb2019901d3e5d85435b60619d&adults=2&children=none&pages=2
IT,Italy,city,Taormina,https://luxuryescapes.com/search?destinationName=Taormina&destinationId=le_e4a86b0d7bf4c46d7d550a92b0b2fcae&adults=2&children=none&pages=2
AU,Australia,city,Nelson Bay,https://luxuryescapes.com/search?destinationName=Nelson+Bay&destinationId=le_c44baba750f7f374513f284af2f83f86&adults=2&children=none&pages=2
AU,Australia,neighborhood,Kingscliff,https://luxuryescapes.com/search?destinationName=Kingscliff&destinationId=le_3a2a7f625483caa9328624a976dc8527&adults=2&children=none&pages=2
AU,Australia,city,Geelong,https://luxuryescapes.com/search?destinationName=Geelong&destinationId=le_afcf8ed19482ebcf0c9b20bde2b56b7b&adults=2&children=none&pages=2
ES,Spain,city,Palma de Mallorca,https://luxuryescapes.com/search?destinationName=Palma+de+Mallorca&destinationId=le_46b2644cbdf489fac0e2d192212d206d&adults=2&children=none&pages=2
TH,Thailand,city,Kata,https://luxuryescapes.com/search?destinationName=Kata&destinationId=le_c434daa77ef5bff49159bb7305963f01&adults=2&children=none&pages=2
HK,Hong Kong,city,Hong Kong,https://luxuryescapes.com/search?destinationName=Hong+Kong&destinationId=le_f5b2c7d542d5cc6eecba73128445ef53&adults=2&children=none&pages=2
GB,United Kingdom,neighborhood,London City Centre,https://luxuryescapes.com/search?destinationName=London+City+Centre&destinationId=le_8150c8232c40a27facde91222e859ead&adults=2&children=none&pages=2
ID,Indonesia,high_level_region,Borneo,https://luxuryescapes.com/search?destinationName=Borneo&destinationId=le_7665028ffa6a8c9b52fd1b21c37e41e6&adults=2&children=none&pages=2
HK,Hong Kong,country,Hong Kong SAR,https://luxuryescapes.com/search?destinationName=Hong+Kong+SAR&destinationId=le_28dd2c7955ce926456240b2ff0100bde&adults=2&children=none&pages=2
ES,Spain,high_level_region,Tenerife,https://luxuryescapes.com/search?destinationName=Tenerife&destinationId=le_a10464c8ae900ae18af996c07037083a&adults=2&children=none&pages=2
TH,Thailand,city,Karon,https://luxuryescapes.com/search?destinationName=Karon&destinationId=le_b4cc02b6fd96dc538e79abf48132bb3c&adults=2&children=none&pages=2
TW,Taiwan (Province of China),multi_city_vicinity,Taipei,https://luxuryescapes.com/search?destinationName=Taipei&destinationId=le_c037c1aec4154dd2f7ce8b82cc36eb38&adults=2&children=none&pages=2
PH,Philippines,city,El Nido,https://luxuryescapes.com/search?destinationName=El+Nido&destinationId=le_2cbdc360315397a173cddb64d9b059df&adults=2&children=none&pages=2
AU,Australia,high_level_region,Phillip Island,https://luxuryescapes.com/search?destinationName=Phillip+Island&destinationId=le_570a90174cbbe07bda17a54f94f47637&adults=2&children=none&pages=2
ID,Indonesia,city,Bintan,https://luxuryescapes.com/search?destinationName=Bintan&destinationId=le_b21d2f86beb192143a04671ac93bfd00&adults=2&children=none&pages=2
DE,Germany,country,Germany,https://luxuryescapes.com/search?destinationName=Germany&destinationId=le_ea5d2f1c4608232e07d3aa3d998e5135&adults=2&children=none&pages=2
AU,Australia,neighborhood,Fremantle,https://luxuryescapes.com/search?destinationName=Fremantle&destinationId=le_3aaa3db6a8983226601cac5dde15a26b&adults=2&children=none&pages=2
US,United States,province_state,Alaska,https://luxuryescapes.com/search?destinationName=Alaska&destinationId=le_e2c0be24560d78c5e599c2a9c9d0bbd2&adults=2&children=none&pages=2
VN,Vietnam,high_level_region,Ha Long Bay,https://luxuryescapes.com/search?destinationName=Ha+Long+Bay&destinationId=le_20091493b2c24337a1d9b527708300b8&adults=2&children=none&pages=2
JP,Japan,city,Okinawa,https://luxuryescapes.com/search?destinationName=Okinawa&destinationId=le_c1a504c62fec63635f320fbf42fe80a6&adults=2&children=none&pages=2
ES,Spain,city,Málaga,https://luxuryescapes.com/search?destinationName=Málaga&destinationId=le_950a4152c2b4aa3ad78bdd6b366cc179&adults=2&children=none&pages=2
US,United States,city,Miami Beach,https://luxuryescapes.com/search?destinationName=Miami+Beach&destinationId=le_349f8e8088df63050757dd8be4356216&adults=2&children=none&pages=2
US,United States,city,Anaheim,https://luxuryescapes.com/search?destinationName=Anaheim&destinationId=le_b59442085644532ef03417a3e5a76437&adults=2&children=none&pages=2
AU,Australia,city,Torquay,https://luxuryescapes.com/search?destinationName=Torquay&destinationId=le_8e809411bbd25cac078ba595cc2922f8&adults=2&children=none&pages=2
IN,India,multi_city_vicinity,Mumbai,https://luxuryescapes.com/search?destinationName=Mumbai&destinationId=le_fe332db6e17e429d0b2ecafc8a0e3990&adults=2&children=none&pages=2
IN,India,province_state,Rajasthan,https://luxuryescapes.com/search?destinationName=Rajasthan&destinationId=le_2c8fb83bd80f4e8ff450a08e094f625d&adults=2&children=none&pages=2
US,United States,neighborhood,Manhattan,https://luxuryescapes.com/search?destinationName=Manhattan&destinationId=le_22bbd93ccefbab19659fe6a72a7c990c&adults=2&children=none&pages=2
IN,India,city,Udaipur,https://luxuryescapes.com/search?destinationName=Udaipur&destinationId=le_f95ec3de395b4bce25b39ef6138da871&adults=2&children=none&pages=2
HK,Hong Kong,province_state,Hong Kong Island,https://luxuryescapes.com/search?destinationName=Hong+Kong+Island&destinationId=le_683f12427fdfb5a0b8138fec58b9844f&adults=2&children=none&pages=2
TW,Taiwan (Province of China),country,Taiwan,https://luxuryescapes.com/search?destinationName=Taiwan&destinationId=le_38af86134b65d0f10fe33d30dd76442e&adults=2&children=none&pages=2
IN,India,city,Jaipur,https://luxuryescapes.com/search?destinationName=Jaipur&destinationId=le_cdf1035c34ec380218a8cc9a43d438f9&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,Chicago,https://luxuryescapes.com/search?destinationName=Chicago&destinationId=le_086e1aedd05ee04ce1b2618fccfd603c&adults=2&children=none&pages=2
CA,Canada,multi_city_vicinity,Toronto,https://luxuryescapes.com/search?destinationName=Toronto&destinationId=le_ad8f19606da3df6f1d7c2a8a2cde2efc&adults=2&children=none&pages=2
GB,United Kingdom,multi_city_vicinity,Liverpool,https://luxuryescapes.com/search?destinationName=Liverpool&destinationId=le_7eefc1cbddd4f6120ae5690640d6e584&adults=2&children=none&pages=2
US,United States,city,San Diego,https://luxuryescapes.com/search?destinationName=San+Diego&destinationId=le_c8cd63e1bf13c5016881652983fb615a&adults=2&children=none&pages=2
IN,India,city,New Delhi,https://luxuryescapes.com/search?destinationName=New+Delhi&destinationId=le_da1726aa3f060ae548a37763b9c61d2d&adults=2&children=none&pages=2
AU,Australia,city,Cradle Mountain,https://luxuryescapes.com/search?destinationName=Cradle+Mountain&destinationId=le_f69218cc2f5e86fc147c3038870fc493&adults=2&children=none&pages=2
AU,Australia,neighborhood,Southbank,https://luxuryescapes.com/search?destinationName=Southbank&destinationId=le_0c7ee90ac6e5920a9ab1ccf3c66fc9ab&adults=2&children=none&pages=2
NZ,New Zealand,city,Rotorua,https://luxuryescapes.com/search?destinationName=Rotorua&destinationId=le_732d6bb3074eefac3b2287d0bd8ef8fa&adults=2&children=none&pages=2
TH,Thailand,high_level_region,Phi Phi Islands,https://luxuryescapes.com/search?destinationName=Phi+Phi+Islands&destinationId=le_73c5930c3a59a6728f16cc5345fd8b6c&adults=2&children=none&pages=2
FR,France,province_state,Corsica,https://luxuryescapes.com/search?destinationName=Corsica&destinationId=le_b0f56a6c6934e8cfd22376a62487864d&adults=2&children=none&pages=2
AU,Australia,neighborhood,Manly,https://luxuryescapes.com/search?destinationName=Manly&destinationId=le_e143c01e314f7b950daca31188cb5d0f&adults=2&children=none&pages=2
JP,Japan,city,Hakuba,https://luxuryescapes.com/search?destinationName=Hakuba&destinationId=le_62c14294e6e9c5da9314b2a4e9efadfb&adults=2&children=none&pages=2
AU,Australia,city,Daydream Island,https://luxuryescapes.com/search?destinationName=Daydream+Island&destinationId=le_8bd2c3f7fd5b165b470beb1cc83071ab&adults=2&children=none&pages=2
US,United States,high_level_region,Oahu,https://luxuryescapes.com/search?destinationName=Oahu&destinationId=le_b98bb191df21cfb6c137c3fe53443978&adults=2&children=none&pages=2
CA,Canada,city,Banff,https://luxuryescapes.com/search?destinationName=Banff&destinationId=le_5324d3d389537bc820a1e2d02f055dfe&adults=2&children=none&pages=2
DE,Germany,multi_city_vicinity,Berlin,https://luxuryescapes.com/search?destinationName=Berlin&destinationId=le_9c8a346cb7a5fac320e5a3d405481026&adults=2&children=none&pages=2
IT,Italy,neighborhood,Rome City Centre,https://luxuryescapes.com/search?destinationName=Rome+City+Centre&destinationId=le_071d67ea1ccb598e410737fa52acb911&adults=2&children=none&pages=2
VN,Vietnam,high_level_region,Phu Quoc Island,https://luxuryescapes.com/search?destinationName=Phu+Quoc+Island&destinationId=le_1a99f6821980ac99136dcd2f1e9c8740&adults=2&children=none&pages=2
JP,Japan,multi_city_vicinity,Sapporo,https://luxuryescapes.com/search?destinationName=Sapporo&destinationId=le_3dc7c0f769f89a5ea943541c69f8fbc7&adults=2&children=none&pages=2
US,United States,neighborhood,Las Vegas Strip,https://luxuryescapes.com/search?destinationName=Las+Vegas+Strip&destinationId=le_88150567b3dbc6ce7f15e1b6731ea027&adults=2&children=none&pages=2
JP,Japan,province_state,Hokkaido Prefecture,https://luxuryescapes.com/search?destinationName=Hokkaido+Prefecture&destinationId=le_4d22dc28a212a9727b1637817a7e9748&adults=2&children=none&pages=2
US,United States,multi_city_vicinity,Boston,https://luxuryescapes.com/search?destinationName=Boston&destinationId=le_8c5cc0fdae1f1087d70c03ae29e5acb9&adults=2&children=none&pages=2
ES,Spain,province_state,Barcelona,https://luxuryescapes.com/search?destinationName=Barcelona&destinationId=le_3cbc4af26e4af14e7d661382d2678fff&adults=2&children=none&pages=2
IT,Italy,province_state,Puglia,https://luxuryescapes.com/search?destinationName=Puglia&destinationId=le_2d2f03706b5f59718f42674d39460f24&adults=2&children=none&pages=2
AU,Australia,city,Hervey Bay,https://luxuryescapes.com/search?destinationName=Hervey+Bay&destinationId=le_2a759f617bd1063a2a110eeb0835cc7b&adults=2&children=none&pages=2
AU,Australia,neighborhood,Sorrento,https://luxuryescapes.com/search?destinationName=Sorrento&destinationId=le_0f33d9fe6955f349a9145dfb2203f0e4&adults=2&children=none&pages=2
MY,Malaysia,province_state,Malacca,https://luxuryescapes.com/search?destinationName=Malacca&destinationId=le_903c81a28319cc21d19c566dcb8ddefe&adults=2&children=none&pages=2
IT,Italy,city,Positano,https://luxuryescapes.com/search?destinationName=Positano&destinationId=le_0d5bd023a3ee11c7abca5b42a93c4866&adults=2&children=none&pages=2
JP,Japan,neighborhood,Shibuya,https://luxuryescapes.com/search?destinationName=Shibuya&destinationId=le_ea9a635395384d316bef4e9044f06f1f&adults=2&children=none&pages=2
ID,Indonesia,multi_city_vicinity,Jakarta,https://luxuryescapes.com/search?destinationName=Jakarta&destinationId=le_5c7640152108b9831de6b60d29bd1ca9&adults=2&children=none&pages=2
US,United States,city,Myrtle Beach,https://luxuryescapes.com/search?destinationName=Myrtle+Beach&destinationId=le_2fb7b79b06036c1aae327db90df4ac6e&adults=2&children=none&pages=2
CA,Canada,city,Whistler,https://luxuryescapes.com/search?destinationName=Whistler&destinationId=le_a5ff5d4b0a0d7b3e4d64147037d8c344&adults=2&children=none&pages=2
DE,Germany,multi_city_vicinity,Munich,https://luxuryescapes.com/search?destinationName=Munich&destinationId=le_3b479d2992711d569ed1edc1c9eda1ad&adults=2&children=none&pages=2
GB,United Kingdom,city,Glasgow,https://luxuryescapes.com/search?destinationName=Glasgow&destinationId=le_8edd72158ccd2a879f79cb2538568fdc&adults=2&children=none&pages=2
